tour,spring,summer,autumn,winter
석바위소공원,1,1,1,0
성암근린공원,1,1,1,0
솔모루공원,1,1,1,1
송지호공원,1,1,1,0
수선산,1,1,1,0
신용근린공원,1,0,1,1
약산공원,1,1,1,1
양지1공원,0,1,1,0
연못공원,1,1,1,0
연호체육공원,0,1,1,1
영산공원,1,0,1,1
오천냉천수변공원,1,1,1,0
용계천계곡,1,1,0,0
용담체련공원,1,0,0,0
의림파크랜드,1,1,1,0
이금포해수욕장,1,1,1,0
이수흥공원,1,0,1,1
지구촌종합레저타운,0,1,0,0
지남공원,1,1,1,0
진리해수욕장,1,1,0,1
진부면체육공원,0,1,1,0
짚풀공원,1,0,1,1
창릉천수변공원,1,1,1,1
창리어린이공원,0,1,1,1
천천3공원,1,1,1,1
철산어린이공원,0,1,1,1
청운체육공원,0,1,1,0
통개해수욕장,1,1,1,0
판교역사공원,1,1,0,0
평화소공원,1,1,1,1
하북체육공원,1,1,0,1
학촌유원지,1,1,1,0
합천호국공원,1,1,0,0
해오름어린이공원,1,0,0,0
현진공원,1,1,0,1
황산어린이공원,1,1,1,0
흑응산성,1,1,1,1
거림내유원지,0,1,0,0
거진11리해수욕장,1,1,1,0
거진등대공원,1,1,1,1
경천생활체육공원,0,1,1,0
고산어린이공원,1,0,1,1
고흥남양리산성,1,1,1,1
곤천산,1,1,1,1
광교저수지쉼터,1,1,1,0
국지산,1,1,1,1
내정어린이공원,1,1,1,0
노고단계곡,0,1,0,0
노적해변,1,1,1,0
달맞이어울마당,1,0,1,0
덕정소공원,1,1,1,1
돌다리공원,1,1,0,1
동막공원,1,0,1,0
동신어린이공원,1,0,1,1
동탄1호어린이공원,1,1,1,1
두루봉공원,1,0,1,0
두릉산성,0,1,1,1
두밀공원,0,1,1,0
라스베가스매직쇼,1,1,0,1
마산동산성,1,1,1,0
목동어린이공원,1,1,1,1
묘적계곡유원지,1,1,0,0
무들공원,1,1,0,0
무릉소공원,1,1,1,0
미래어린이공원,1,1,1,1
반달중앙공원,1,1,1,1
밤나무공원,1,1,1,0
방동리고구려고분,1,1,1,1
백암산랜드,1,1,1,1
범물공원,1,1,1,0
봉곡중앙어린이공원,1,1,1,1
부양공원,1,1,1,1
북부생태공원,1,1,1,0
삼비산,1,1,0,0
상인체육공원,1,1,1,1
새뜰근린공원,1,1,0,0
샘골유원지,0,1,0,0
서충주신도시생활체육공원,0,1,1,1
석장리조각공원,1,1,1,1
선사유적지공원,1,1,1,0
선암어린이공원,1,1,1,0
성원공원,1,1,1,0
세실공원,1,1,1,1
세심폭포,1,1,0,0
소정어린이공원,1,1,1,1
송림어린이공원,1,1,1,1
송죽소공원,0,1,1,0
수림타운,1,0,1,0
수천이들공원,0,1,1,0
숲안어린이공원,1,1,1,0
신시광장,1,1,1,1
쑥공원,1,1,1,1
야시곡공원,1,1,1,1
어름수변공원,1,0,1,0
어우름공원,0,1,1,1
어울근린공원,1,1,0,0
역삼은행나무공원,1,1,1,0
연일근린공원,1,1,1,0
오금동유아숲체험원,1,0,0,0
오목문화근린공원,1,1,1,0
오봉어린이공원,1,1,0,1
왕골근린공원,1,1,1,0
왕온의묘,1,1,1,1
용동공원,1,0,1,1
용바위유원지,1,1,1,0
용탕폭포,1,1,1,0
용흥어린이공원,1,1,1,1
원비래공원,1,0,1,1
원터공원,1,1,1,1
월봉공원,1,0,1,1
음골어린이공원,1,1,1,1
이곡정자공원,1,1,1,0
일신놀이공원,1,1,1,0
장독골공원,1,1,1,1
장성어린이공원,1,1,1,1
쟁골공원,1,1,1,1
점터공원,1,0,0,0
조광조선생묘,1,0,1,0
주례백양공원,1,1,1,0
진하든솔공원,0,1,1,0
천호삼거리공원,1,1,1,1
청룡근린공원,1,0,1,0
청주축구공원,1,0,1,1
청천공원,1,0,1,1
초록빛공원,1,1,1,1
칠갑산까치내,1,1,1,1
토당어린이공원,1,1,1,0
파랑공원,1,1,1,0
평화비소녀상,1,1,1,1
하류보유원지,1,0,0,0
한누리공원,1,1,1,1
한솔뜰근린공원,1,0,1,0
해솔어린이공원,1,1,1,1
향기어린이공원,1,1,1,0
향나무공원,1,1,1,1
현화공원,1,1,1,0
홀뫼해수욕장,0,1,0,0
화장실문화공원,1,1,1,1
흐르네공원,1,1,1,1
흥천공원,0,0,1,0
가는게해수욕장,1,1,0,0
가락골어린이공원,1,1,1,1
가리왕산국립공원,1,1,1,1
가족놀이공원,1,1,1,0
가촌어린이공원,1,1,1,0
갈산어린이공원,1,1,1,1
개포까치공원,1,1,1,0
거인나라공원,1,1,1,1
거제포로수용소테마파크,1,1,1,1
건강마당근린공원,1,1,1,0
경인가로공원,1,1,1,0
계남해변,1,1,1,0
굿밧골계곡,0,1,0,0
금창계곡,0,1,0,1
꽃님어린이공원,1,1,1,1
나드리공원,1,1,1,0
남경공원,1,1,1,0
남양해변,1,1,1,0
남양해수욕장,1,1,1,0
다비숲공원,1,1,1,0
진락산,1,1,1,1
대구선아양공원,1,1,1,1
덕동근린공원,1,0,1,0
돌곶이공원,1,1,1,0
돌안말공원,1,1,1,0
동심공원,1,1,1,0
동학기념공원,1,1,0,1
두둑재공원,0,1,1,0
두류공원체육공원,1,1,1,0
들말공원,1,1,1,0
맑은물공원,1,1,1,0
먹골공원,1,1,1,1
모세미공원,1,0,0,1
모전오층석탑,0,1,1,0
묵동공원,1,1,1,0
바르게살기공원,1,1,1,1
방아머리공원,1,1,1,0
배수지체육공원,1,1,1,1
버드나무어린이공원,1,1,1,0
봉덕어린이공원,1,1,1,1
부산자연공원,1,1,1,0
산성어린이공원,1,1,0,1
삼안공원,1,1,1,0
새나라공원,1,1,1,1
새들공원,1,1,1,0
새뜸공원,1,0,0,1
서린공원,1,1,1,1
서신길공원,1,1,1,1
서창2지구공원,1,1,1,1
석룡산계곡유원지,0,1,0,0
석탄더미에묻힌꿈,1,1,1,0
선부배수지체육공원,1,1,1,1
섬들공원,1,1,1,0
성라체육공원,1,0,1,0
소방공원,1,0,1,1
소원공원,1,1,1,0
솔향기공원,1,1,1,0
송지공원,1,1,1,0
수락산자연공원,1,1,1,1
슬기공원,1,1,1,0
신가근린공원,1,1,1,1
신갈중앙어린이공원,1,1,0,0
신명공원,1,1,1,1
실학생태동산,0,0,1,1
안터공원,1,1,1,1
알천체육공원,1,0,1,1
암산어린이공원,1,1,1,1
양재천생태공원,1,0,1,1
여울목공원,1,1,1,0
오남리팔현유원지,0,1,1,0
오누이공원,0,1,1,0
옥련쉼터,1,1,1,0
옥암근린공원,1,0,1,1
옹정소공원,1,1,1,0
용강어린이공원,0,1,1,0
용답휴식공원,1,1,1,1
운암골유원지,1,1,0,0
운천어린이공원,1,1,1,1
월계공원,1,1,1,0
은개골역사공원,1,1,1,1
일몰공원,1,1,1,1
일출공원,1,1,1,1
잔다리공원,1,1,1,1
전곡마을마당공원,1,1,1,1
중동어린이공원,1,0,1,1
지게골어린이공원,1,0,1,1
지이망산,1,0,1,1
직녀광장,1,1,0,1
진산해수욕장,1,1,1,0
질운산,1,1,1,1
창우근린공원,0,1,0,1
천성폭포,0,1,1,0
청솔어린이공원,1,1,1,0
충효예공원,1,1,1,0
큰말해수욕장,1,1,1,0
탑리5층석탑,1,1,1,1
태릉유아숲체험원,1,0,0,0
태흥2리체육공원,0,1,1,1
토마토조각공원,1,1,1,1
통단해변,0,1,1,0
푸른솔어린이공원,1,1,1,1
풍영정천변길공원,1,1,1,0
하노계곡,0,1,0,0
하지석리체육공원,1,1,1,1
하촌어린이공원,1,1,1,1
한일공원,1,0,1,0
해변랜드,0,1,0,1
현풍상리체육공원,0,1,1,0
혜림어린이공원,1,1,1,1
홍도어린이공원,1,0,1,1
홍성신금성,1,1,1,1
화성어린이공원,1,1,1,0
황금공원,1,0,1,0
황등생활체육공원,1,0,1,1
회태공원,1,1,1,1
가야테마공원,1,1,1,1
간촌공원,1,0,1,1
갈곡리공원,1,1,1,1
감악산유원지,1,1,1,0
강나루공원,1,1,1,0
강산폭포,0,1,1,0
강재공원,1,1,1,1
개포은행나무공원,1,1,1,1
계륵공원,1,1,1,0
광림체육공원,1,1,0,1
굴재공원,1,1,1,1
금강어린이공원,1,1,1,1
금구1어린이공원,1,1,1,0
금호해수욕장,0,1,0,0
김양묘,1,0,1,1
꽃담공원,0,1,1,0
난곡공원,1,1,1,0
너른들공원,1,1,0,0
노일유원지,1,1,0,0
논골새싹공원,0,1,1,0
느리울공원,1,0,1,1
다락산,1,1,1,0
다솔공원,1,0,1,0
대둔산얼음계곡유원지,0,1,0,0
대륙폭포,0,1,1,0
도곡목련공원,1,1,0,1
도림개휴양지,1,1,0,0
독박골계곡,0,1,0,0
둔촌공원,1,0,1,0
라이트랜드,0,1,0,1
마산추산공원,1,0,0,0
마안산공원,0,1,1,1
맑은뜰근린공원,1,1,1,1
망덕공원,1,1,1,1
명륜공원,1,1,0,0
명수어린이공원,1,1,1,1
모곡공원,1,0,0,0
모통공원,1,1,1,1
목골강변유원지,1,1,1,0
무우폭포,0,1,0,0
미폭폭포,1,1,0,1
밤고을,1,1,1,1
방축리체육공원,1,1,0,1
배꽃공원,1,0,1,0
백학동계곡,0,1,0,0
봉길대왕암해수욕장,1,1,1,0
사재공원,1,0,1,1
산빛공원,1,1,1,0
삼익공원,1,1,1,0
삼천체육소공원,1,1,1,0
삼호어린이공원,1,1,1,0
새소리어린이공원,1,1,1,0
샛마을공원,1,1,1,1
서운노송공원,0,1,1,0
선시골계곡,0,1,0,0
성당천체공원,1,1,1,1
성삼어린이공원,1,1,1,0
세일어린이공원,1,1,1,1
세천동체육공원,0,1,1,1
솟대어린이공원,1,1,1,1
숲정이공원,1,1,0,1
시랑공원,1,1,1,0
아랫말어린이공원,1,1,1,1
안동시생활체육공원,1,0,0,1
앵두마을공원,1,1,1,1
약사계곡유원지,0,1,0,0
양청공원,1,1,1,0
연필공원,1,1,1,0
옥하공원,0,1,1,1
용화근린공원,1,1,1,0
원골어린이공원,1,0,1,1
윗둔지미어린이공원,1,1,0,0
이삭어린이공원,1,1,1,0
이진성지,1,1,0,1
임오체육공원,1,1,1,0
자작나무공원,0,1,1,1
잠원근린공원,1,1,1,0
장계체육공원,1,1,1,1
장배기공원,1,1,1,0
잭슨나인스스노우파크,0,1,1,1
전망공원,1,1,1,0
전원공원,1,1,1,1
점골어린이공원,1,1,1,0
점말어린이공원,1,1,0,1
제2폭포,1,1,1,0
주암호조각공원,1,1,1,0
죽산성,1,1,1,1
지장산유원지,0,1,0,0
참나무공원,1,1,1,0
참새암공원,1,1,0,0
천일공원,1,1,1,1
청담목련공원,1,1,0,1
청소년공원,1,1,1,0
축산해수욕장,1,1,0,1
칸나공원,1,0,0,1
큰별공원,1,1,1,1
평택자미산성지,1,1,1,1
포남소공원,1,1,1,1
풍년공원,1,0,0,0
학정공원,0,1,1,0
한산공원,1,0,1,1
합천소유원지,1,1,0,1
행복한삶의공원,1,1,1,0
형제공원,1,1,1,0
호동어린이공원,1,1,0,1
호박골공원,1,1,1,1
홍성장곡산성,1,0,1,0
홍티문화공원,1,1,1,0
흥룡어린이공원,1,1,1,0
31공원,0,0,1,1
가산어린이공원,1,1,0,0
게내어린이공원,1,1,1,1
계룡입암리유적공원,1,1,0,1
고래등공원,1,1,1,0
곤지암도시공원,1,1,1,0
곰내재공원,0,1,1,1
공단공원,1,1,1,1
광릉유원지,1,1,1,0
괴정1동정자공원,1,1,1,0
교통어린이공원,1,1,1,1
구마공원,1,1,1,0
구현산,1,1,1,0
국화어린이공원,1,1,1,1
그린잔디유원지,1,1,1,0
그림폭포,1,1,1,0
근린체육공원,1,1,1,1
길천근린공원,1,1,1,1
꽃바우공원,0,1,1,0
난우어린이공원,1,1,0,0
남양3호근린공원,1,1,1,1
다솔어린이공원,1,0,1,1
대송공원,1,1,1,0
도당산공원,1,1,1,0
도장골공원,1,1,0,0
독고개공원,1,1,0,0
동서공원,1,1,1,1
동탄구봉산공원,1,1,0,0
두루뜰근린공원,1,0,1,0
때뿌루해변,0,1,1,0
뜸부기공원,1,1,1,1
라일락어린이공원,1,1,0,1
롯데백화점하늘공원,1,1,1,0
마당바위폭포,0,1,0,0
말나눔터공원,1,1,1,1
매여울근린공원,1,1,1,1
메너머공원,0,1,1,1
명월공원,1,1,1,1
묘향공원,1,1,1,1
무둔실공원,1,1,1,1
문성공원,1,1,1,0
바람개비어린이공원,1,0,1,0
바탕골공원,1,1,1,0
백석생활체육시설,1,1,1,0
벚나무공원,1,1,1,0
보리수공원,1,0,1,1
보배공원,1,1,1,1
봄뜰근린공원,1,1,0,1
봉무레포츠공원,1,1,1,0
봉암어린이공원,1,1,1,1
북산공원,1,0,0,1
불곡산어린이공원,1,1,0,0
붕어섬유원지,1,1,1,1
산우물공원,0,1,1,1
삼달리체육공원,1,1,1,0
삼밭어린이공원,1,1,1,1
상사폭포,1,1,1,1
새숲어린이공원,1,1,1,0
생태마당근린공원,1,1,1,0
서낭당공원,1,1,1,0
서망해수욕장,1,1,0,0
서천생활체육공원,1,1,1,0
선녀탕유원지,0,1,0,0
설천면체육공원,0,1,0,0
소금쟁이공원,1,1,1,1
소도당골,0,1,1,1
솟대장승공원,0,1,1,0
송리공원,1,1,1,0
수안체육공원,1,1,1,1
수정폭포,1,1,0,0
심포니공원,1,1,1,1
암사둔치생태공원,1,0,1,0
앞산어린이공원,1,1,1,1
연점산,1,1,1,1
열매공원,1,1,1,0
영산강문화공원,1,1,1,1
예술어린이공원,1,1,0,0
옛동산어린이공원,0,1,0,0
오성산단근린공원,1,1,1,1
옹기골공원,1,1,1,0
와룡체육공원,1,1,1,1
용두유원지,1,1,0,0
용봉동어린이공원,0,1,1,1
우암골자연생태학습공원,1,1,1,1
월산체육공원,1,0,0,1
월송정해수욕장,1,1,0,0
위너스카트클럽,0,1,1,1
유동공원,1,1,1,0
은모루어린이공원,1,0,1,1
일곡제3근린공원,0,1,0,1
일동어린이공원,1,1,1,1
자미어린이공원,1,1,1,0
장말공원,1,1,0,0
젊은이의광장,1,1,1,1
조피듬폭포,1,1,0,0
죽산공원,1,1,1,0
증평시민공원,1,1,1,0
창2동마을공원,1,1,1,0
청사공원,1,0,1,0
청풍지구농어촌테마공원,1,1,1,0
초부리생태습지,1,1,1,1
최경주광장,1,1,1,0
최정걸장군묘,0,1,0,1
춘장대공원,1,1,1,0
칠암공원,1,0,1,1
태현어린이공원,1,1,0,0
토성공원,1,0,1,1
트릭아이뮤지엄부산,1,0,1,1
포그니공원,1,1,1,1
포도원어린이공원,1,1,1,0
풍암장미공원,1,1,0,0
하늘아리공원,1,1,1,0
한림체육공원,1,1,0,1
함백산소공원,1,1,1,1
해신당생태공원,1,1,1,1
행정어린이공원,1,1,0,1
활천공원,1,1,1,1
효죽어린이공원,0,1,1,1
감성테마공원,0,1,1,1
강화전성,1,1,0,0
경주소공원,1,1,1,0
고촌어린이공원,1,1,0,0
금빛숲체험원,1,1,1,0
금어계곡,0,1,0,0
기기암폭포,1,1,0,0
남강공원,1,1,1,0
남강음악분수대,1,1,0,0
내물왕릉계림월성지대,1,1,0,0
노유산공원,1,1,1,1
농성어린이공원,1,1,1,0
누림공원,1,1,1,1
느타리공원,1,1,1,0
느티울공원,1,0,0,1
대왕폭포,0,1,1,1
대흥사쉼터,0,1,1,0
동물어린이공원,1,1,0,1
동백가람공원,1,1,0,0
만수폭포,0,1,1,0
맏내공원,1,1,1,0
물빛채어린이공원,1,1,0,0
미륵공원,1,1,1,1
미림어린이공원,0,1,0,1
방화쌈지공원,1,1,1,1
봉재공원,1,1,1,0
부석공원,1,1,1,0
불광어린이공원,1,1,1,1
사계어린이공원,1,1,1,1
산샘어린이공원,1,1,1,0
산장공원,1,1,0,1
삼바실폭포,0,1,0,0
상꾸지공원,1,0,1,1
상일공원,1,1,1,0
성북산성,1,1,1,1
성황림솟대공원,0,1,1,0
세량제생태공원,1,1,1,0
소문산성,1,0,1,1
솔씨공원,1,1,1,0
송암폭포,1,1,0,0
송촌공원,1,1,1,1
숫골계곡,0,1,1,0
아람어린이공원,1,1,1,0
영선공원,1,1,1,0
온금포해수욕장,1,1,1,0
옹기터공원,1,1,1,1
운곡폭포,0,1,1,0
월매계곡,0,1,0,0
월산2어린이공원,1,1,0,1
인천교근린공원,1,1,1,1
작은군자산,1,1,1,1
잿말어린이공원,1,1,1,1
정수유원지,0,1,0,0
조리공원,0,1,1,0
주원어린이공원,1,1,1,0
직녀공원,1,1,1,1
진남유원지,1,1,1,0
진너머해수욕장,1,1,1,0
진주성공원,1,1,1,1
천사공원,1,0,0,0
청명유원지,0,1,0,0
청암유원지,0,1,1,0
태안군생활체육공원,1,1,1,1
태장공원,1,1,1,1
태화산성,0,1,1,1
팔용산돌탑입구공원,1,1,1,1
풍산지구어린이8호공원,0,1,1,0
학공원,1,0,1,0
호암어린이공원,1,1,1,1
홍남어린이공원,1,1,1,0
황장폭포,1,1,1,0
산포해수욕장,0,1,0,0
청은공원,1,1,1,0
창용소공원,0,1,1,1
동구산공원,1,1,0,0
능암늪지생태공원,1,1,0,0
호박소휴양지,0,1,1,0
무등계곡,0,1,1,0
염주폭포,0,1,0,0
대룡폭포,1,1,0,0
원천체육공원,1,1,1,0
황성금리해수욕장,1,1,1,0
연화폭포,1,1,1,1
풍남해수욕장,1,1,0,0
벨파크,0,1,1,1
웅상생활체육공원,1,0,0,1
잠두산,1,1,1,1
전촌솔밭해수욕장,1,1,0,0
신읍어린이공원,1,1,0,0
군지폭포,0,1,0,1
합강유원지,0,1,1,0
변산체련공원,1,1,1,0
신향공원,1,1,1,0
유수지체육공원,1,1,1,1
도천어린이공원,1,1,1,1
동문어린이공원,1,1,1,0
석곡공원,1,1,0,1
형곡공원,1,1,1,0
웃터골공원,1,1,0,1
자마장공원,1,1,0,1
분옥폭포,0,1,1,0
동물테마농원,0,1,0,1
먼마루어린이공원,1,1,1,1
명심공원,0,1,1,1
상주한려해상체육공원,0,0,1,1
연제공원,1,1,0,1
완주스페셜포스,1,1,1,0
우포늪단감공원,1,1,1,0
은광폭포,0,1,0,1
청소년푸른쉼터,1,1,1,0
청파공원,1,1,1,1
희강왕릉,1,1,1,1
괴산생활체육공원,0,0,1,1
명장섬해수욕장,1,1,1,0
전통공원,1,1,1,0
백천공원,1,1,1,1
우술성,1,1,1,0
진암근린공원,1,1,1,0
물구비공원,1,1,0,0
벌말체육공원,1,1,0,1
비봉산성,1,1,1,0
삼포2리해변,0,1,1,0
고추말공원,1,1,0,1
광정어린이공원,1,1,0,1
금선폭포,1,1,1,0
대가미체육공원,1,0,1,0
범골어린이공원,1,1,1,1
붉은모래해변,0,1,1,0
어울림문화공원,1,1,1,1
한숲수목공원,1,1,1,0
덕촌리계곡,1,1,0,0
동자공원,1,1,1,1
보개산성,0,1,1,1
송산3.1기념공원,0,1,1,1
신리공원,1,1,1,0
중원체육공원,1,1,1,0
한재소공원,1,1,1,1
황금어린이공원,1,0,1,1
황금은어생태학습장,0,1,1,1
구연폭포,1,1,1,0
골안어린이공원,1,1,1,0
과기공원,1,1,1,1
낙영폭포,0,1,1,0
둥근달어린이공원,1,1,1,0
마이돈농촌테마공원,0,1,1,0
명성황후조각공원,1,1,1,0
문화어린이공원,1,1,1,1
부남강변유원지,1,1,1,0
부렴어린이공원,1,1,1,1
선지봉어린이공원,1,1,1,1
송곡공원,1,1,1,0
송동어린이공원,1,1,0,1
시와숲길공원,1,1,0,0
씨알공원,1,1,1,0
영동생활체육공원,1,1,1,0
왕피천엑스포공원,0,1,0,1
용천공원,1,1,1,0
은혜공원,1,1,0,0
장자보공원,1,1,1,1
정자나무공원,1,1,1,0
하늘소리공원,1,1,1,0
해반공원,1,1,1,0
황소별자리어린이공원,1,1,1,0
관말공원,0,1,1,0
교리근린공원,1,1,0,0
당간마당,1,1,1,1
두계근린공원,1,1,1,1
문남어린이공원,1,1,1,0
반포근린공원,1,1,1,0
백조해양공원,1,1,1,1
북삼인평근린공원,1,1,0,1
선부제1공원,1,1,1,1
쑥고개어린이공원,1,1,1,1
안금정어린이공원,1,1,1,0
옥소폭포,1,1,0,0
유신공원,1,1,1,0
율산공원,1,0,1,1
잠룡폭포,0,0,0,1
정명어린이공원,0,1,1,0
제말공원,1,1,0,1
주인예술촌,1,1,0,1
풀내음공원,0,1,1,1
하명달어린이공원,1,1,1,0
하이원광장,1,1,1,1
합천호관광지체육공원,1,1,0,1
끝작공원,1,1,1,1
도덕폭포,1,1,1,1
도리미소공원,1,1,1,1
동두산공원,1,1,1,0
명덕체육공원,1,1,1,0
명정공원,1,1,0,0
모도리소공원,1,1,0,0
모래개해변,1,1,0,1
민다리공원,1,1,0,1
배바위산,1,1,1,1
사슴벌레공원,0,1,1,0
석소어린이공원,0,1,1,0
성명공원,1,1,1,1
아카시아유원지,1,1,0,0
역후공원,1,1,1,0
옛시민회관쉼터,0,1,1,0
원두근린공원,1,1,1,0
주천공원,1,0,1,0
진등어린이공원,1,1,1,1
할미성,1,1,1,1
항호공원,1,1,1,1
해바라기어린이공원,1,1,1,1
갓골공원,0,1,1,1
고양시생활체육공원,1,1,0,0
금빛어린이공원,1,1,0,1
나눔공원,1,1,1,1
광영근린공원,1,1,1,0
도계공원,1,1,1,1
반딧불생태공원,1,1,0,0
범물어린이공원,1,1,1,0
봉강공원,1,1,1,0
삼화공원,1,1,1,1
상명달어린이공원,1,1,0,0
서생포만호진성,1,1,1,1
애기등공원,1,1,1,1
오세폭포,0,1,1,0
온누리어린이공원,1,1,1,0
이현체육공원,1,1,1,0
질골공원,0,1,1,1
하늬께해수욕장,1,1,1,0
혜성어린이공원,1,1,1,1
광진공원,1,1,1,1
광릉분재공원,1,1,1,0
기쁨어린이공원,1,0,0,1
당키타운,1,1,1,1
매학폭포,0,1,0,1
명량대첩공원,1,1,1,0
반수공원,1,1,1,1
복호폭포,1,1,1,0
뵤뵤어린이공원,1,1,0,1
북천고수부지,1,0,0,0
비파산성,1,1,1,1
소귀어린이공원,1,1,0,1
어진뜰근린공원,1,1,0,0
용산본공원,0,1,0,1
원앙공원,0,1,1,0
월랑공원,0,1,1,0
은빛어린이공원,1,1,0,1
일로공원,1,1,1,0
제1근린공원,1,0,0,0
제1폭포,1,1,1,0
참다래어린이공원,1,0,1,0
창원묘지공원,1,1,1,1
해산공원,1,1,1,1
행운어린이공원,0,1,0,1
구의유수지수변공원,1,1,1,0
눈꽃공원,0,0,0,1
놀이마당어린이공원,0,1,1,0
송파워터웨이,0,1,1,0
청류공원,1,1,1,0
빙그레공원,0,1,1,0
도화소공원,1,0,0,1
갈방산,0,1,1,1
김포시사계절썰매장,1,0,0,1
어은돌갈대숲,1,1,1,0
남지어린이공원,1,1,1,1
산음수변공원,1,1,1,1
공수물공원,1,1,1,1
계촌클래식공원,1,1,0,0
금마도토성,1,1,1,0
옥류공원,1,1,1,1
우산각공원,1,1,1,1
태암그린공원,1,1,1,1
건지산성,1,1,1,1
삼성은행나무공원,1,1,1,0
우석새싹공원,1,1,0,1
전망대공원,1,1,1,1
백석배수지생활체육공원,1,1,1,1
버드내조폐공원,1,1,1,0
주마공원,1,1,0,0
오동나무어린이공원,1,1,1,0
옥죽포해수욕장,1,1,1,0
검암습지생태공원,1,1,1,1
당산성,1,1,1,1
정문어린이공원,1,1,0,0
팔탄면체육공원,1,1,1,1
하상공원,1,1,1,1
다야수변공원,1,1,1,0
소양체련공원,1,0,1,0
속리산시비공원,1,0,0,1
지봉골공원,1,1,1,1
김서공원,0,1,1,0
덜레기공원,1,1,1,1
맨드라미공원,1,0,1,0
무풍폭포,0,1,1,1
미아동해변,1,1,1,0
송방공원,1,1,1,0
용봉중앙어린이공원,1,1,1,1
점섬공원,1,1,1,0
지석어린이공원,1,1,1,0
평내1호공원,1,1,0,1
황방공원,0,1,1,0
강남그린웨이,0,1,1,1
가평근린공원,1,0,0,1
방죽골공원,1,1,1,0
보현사납골공원,1,1,1,0
서탄체육공원,1,1,1,0
선주리들공원,1,1,1,0
세관공원,1,0,1,0
월드컵공원노을공원,1,1,1,0
전곡어린이공원,1,1,0,0
청송주왕산관광지,1,1,1,0
편전산,1,1,1,1
학산어린이공원,1,1,0,1
횡성레포츠공원,0,1,0,1
흥부공원,1,1,1,1
곰돌이어린이공원,1,1,1,1
금광소공원,0,1,1,1
검바골공원,1,1,1,1
다랑산,1,1,1,1
마룡산,1,1,1,1
매봉재공원,1,1,1,1
벌터어린이공원,1,1,1,0
벽암산,1,1,1,0
볕우물공원,1,1,0,1
봉남공원,1,1,1,1
부여효공원,1,1,1,0
상북운동장,0,1,1,1
서천남산성,1,1,1,0
솔내음공원,1,1,1,0
송암어린이공원,1,0,1,1
신남공원,1,1,1,0
양은리공원,1,1,1,0
옥천상계체육공원,1,1,1,0
이슬어린이공원,1,1,1,1
자매도시공원,1,1,1,0
자이공원,1,1,1,1
토끼어린이공원,1,1,1,1
한샘근린공원,1,0,1,0
금구조각공원,1,1,1,1
겸재공원,1,1,1,0
내린천공원,1,1,1,0
내포남광장,1,0,0,1
누산공원,1,1,1,1
망마공원,1,1,1,0
반룡어린이공원,1,1,1,1
삼문산진달래공원,1,0,0,0
새로움공원,0,1,1,1
신장공원,1,1,0,0
신흥문화공원,1,1,1,1
아우라지공원,1,1,1,1
연산면민체육공원,1,0,1,0
적금공원,1,1,1,0
제5호근린공원,0,1,1,0
한경공원,1,1,1,1
해금강선착장휴게소,1,1,1,1
화연공원,1,1,1,1
회화공원,1,0,1,1
간이공원,1,1,1,0
금귀산,1,1,1,1
금상공원,1,1,0,0
눈풀어린이공원,1,0,1,0
달래공원,0,1,1,0
마골자연공원,1,1,0,0
명장한마음공원,1,1,1,1
무당벌레공원,1,1,1,0
범방공원,1,1,1,0
벽적공원,1,1,1,1
봉두공원,1,1,0,1
색달마을체육공원,1,1,1,1
성내천공원,0,1,1,1
송학공원,1,1,1,1
신어1공원,1,1,0,0
신평해안소공원,0,1,1,1
안행공원,1,1,1,0
월곶조각공원,1,1,1,1
장천공원,1,1,1,1
조소앙선생기념공원,0,1,1,0
천택산,1,1,1,1
천호산성,1,1,0,1
큰바위공원,1,0,0,1
평택덕목리성지,1,1,1,1
하소생활체육공원,1,1,1,0
화인공원,1,1,1,1
후포항공원,0,1,1,1
갓안공원,1,1,1,0
구름어린이공원,1,1,0,1
너울어린이공원,1,1,0,1
비전력놀이공원,0,0,1,1
용봉체육공원,1,0,1,1
신동생활체육공원,1,0,1,0
와동묘지공원,1,0,1,1
현대차드림볼파크,1,0,1,1
치영어린이공원,1,0,1,0
율곡체육공원,1,0,1,1
진잠공원,1,0,1,0
초록누리근린공원,1,0,1,0
금구산성,1,0,1,0
솔뫼어린이공원,1,0,1,1
부리근린공원,1,0,1,1
불국사칠보교,1,0,1,0
화풍이월체육공원,1,0,1,0
달개비공원,1,0,1,1
상서면체육공원,1,0,1,0
한글비근린공원,1,0,1,0
내삼공원,1,0,1,1
서시천공원,1,0,1,0
양녕대군묘소,1,0,0,0
관곡공원,1,0,1,0
매천역사공원,1,0,1,0
먹적골공원,1,0,1,1
시크릿테마파크,1,0,0,0
유민공원,1,0,1,0
전봉준공원,1,0,1,0
행복어린이공원,1,0,1,1
다사랑공원,1,0,1,0
가곡공원,1,0,1,1
봉선어린이공원,1,0,1,0
사직근린공원,1,0,1,1
송의산,1,0,1,0
승기어린이공원,1,0,1,0
신탄진어린이공원,1,0,1,1
참뜰근린공원,1,0,1,1
꿀벌어린이공원,1,0,1,1
격동공원,1,0,1,1
남산골전통정원,0,0,1,0
대경공원,1,0,1,0
대룡공원,1,0,1,0
만세운동기념탑공원,1,0,1,0
모가생활체육공원,1,0,1,1
새동네어린이공원,1,0,1,0
서상공원,1,0,1,1
솔찬어린이공원,1,0,1,1
안락꽃밭공원,1,0,1,1
